landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,label
0.30665531754493713,0.668799102306366,-1.9254915173405607e-07,0.3606962263584137,0.6608339548110962,-0.03428271785378456,0.4184030294418335,0.6208290457725525,-0.05156908556818962,0.40740448236465454,0.5686918497085571,-0.06477151811122894,0.3586098253726959,0.5591771006584167,-0.07229548692703247,0.3956885039806366,0.47487640380859375,-0.018676692619919777,0.39508503675460815,0.4827645421028137,-0.04725837707519531,0.38187432289123535,0.5463378429412842,-0.060968704521656036,0.37909889221191406,0.559167206287384,-0.06676223874092102,0.355008989572525,0.45668160915374756,-0.014030150137841702,0.3469166159629822,0.49195823073387146,-0.04088054224848747,0.34439700841903687,0.5598430633544922,-0.04459428787231445,0.34820860624313354,0.5606502890586853,-0.04101599380373955,0.31275495886802673,0.46005791425704956,-0.01513662002980709,0.30392587184906006,0.5003700256347656,-0.041907500475645065,0.30986684560775757,0.5619844198226929,-0.03480423614382744,0.31680580973625183,0.5635964274406433,-0.023694461211562157,0.27032870054244995,0.47168049216270447,-0.019590526819229126,0.26826152205467224,0.5038678646087646,-0.03182549774646759,0.2761974036693573,0.5496993660926819,-0.023840241134166718,0.2826140224933624,0.5525352954864502,-0.013568529859185219,0
0.3058999478816986,0.6684203743934631,-1.885508567056604e-07,0.3585567772388458,0.6618450880050659,-0.035016465932130814,0.4184189438819885,0.6271650791168213,-0.05322587862610817,0.4120550751686096,0.5746473670005798,-0.0677751749753952,0.36486706137657166,0.5614506602287292,-0.0765201523900032,0.3963850438594818,0.4875115752220154,-0.018310105428099632,0.39944130182266235,0.47455692291259766,-0.049422841519117355,0.3850303292274475,0.5379490852355957,-0.06387130916118622,0.38235700130462646,0.5553962588310242,-0.06946559250354767,0.3567544221878052,0.46933549642562866,-0.013731753453612328,0.3538060188293457,0.4795789122581482,-0.043753769248723984,0.3476526439189911,0.5510063767433167,-0.047113120555877686,0.35037317872047424,0.5577907562255859,-0.0420590378344059,0.3149971067905426,0.47036540508270264,-0.015434975735843182,0.3088647425174713,0.4897823631763458,-0.045808203518390656,0.3119438588619232,0.555576503276825,-0.036928318440914154,0.3183061480522156,0.5635451674461365,-0.023140374571084976,0.27139201760292053,0.4791256785392761,-0.02041374333202839,0.27125048637390137,0.49788758158683777,-0.03512566536664963,0.27851539850234985,0.545782208442688,-0.026121478527784348,0.2848525941371918,0.5527527928352356,-0.014324006624519825,0
0.30711233615875244,0.668907642364502,-1.7997112422563077e-07,0.35890522599220276,0.6614229679107666,-0.035494495183229446,0.4179292619228363,0.6216847896575928,-0.05222921073436737,0.4133525490760803,0.5688825845718384,-0.06476684659719467,0.3674076795578003,0.5571843981742859,-0.0712830200791359,0.3948333263397217,0.47738367319107056,-0.016483599320054054,0.39343148469924927,0.48161059617996216,-0.045761048793792725,0.37880057096481323,0.5455654859542847,-0.060321979224681854,0.3753800392150879,0.5602443218231201,-0.06649470329284668,0.3534567952156067,0.45982611179351807,-0.011304895393550396,0.34471219778060913,0.48519936203956604,-0.04080980271100998,0.34193769097328186,0.5570873618125916,-0.045538973063230515,0.345684677362442,0.5636628270149231,-0.04138883575797081,0.3106323480606079,0.46296608448028564,-0.01220388151705265,0.30095136165618896,0.493975430727005,-0.04124245047569275,0.3076958954334259,0.5585914254188538,-0.034490179270505905,0.3147323429584503,0.5647149682044983,-0.022539254277944565,0.26784828305244446,0.4753318727016449,-0.0165115837007761,0.2664203643798828,0.504419207572937,-0.03099900297820568,0.27571219205856323,0.5519409775733948,-0.023861249908804893,0.28361034393310547,0.5571262240409851,-0.013472765684127808,0
0.3061043918132782,0.6646748781204224,-2.0237700937286718e-07,0.35742059350013733,0.6558394432067871,-0.03295964002609253,0.4153017997741699,0.617684006690979,-0.04860377684235573,0.4160038232803345,0.5619145035743713,-0.06123986095190048,0.37370455265045166,0.5456385612487793,-0.06786485016345978,0.39382705092430115,0.47846755385398865,-0.009986848570406437,0.39921778440475464,0.47223520278930664,-0.04109269753098488,0.38310956954956055,0.5334860682487488,-0.056708477437496185,0.3749743700027466,0.5530757904052734,-0.062614306807518,0.3535526990890503,0.45995259284973145,-0.005715586245059967,0.35121452808380127,0.4749376177787781,-0.03584037721157074,0.3459763824939728,0.5468856692314148,-0.04029190540313721,0.34770667552948,0.5582641363143921,-0.03507843613624573,0.31164315342903137,0.4614625871181488,-0.008230375126004219,0.3088829815387726,0.4892767071723938,-0.03874834626913071,0.31281885504722595,0.5530365109443665,-0.03178921714425087,0.3179181218147278,0.5627988576889038,-0.018519537523388863,0.26871633529663086,0.47284024953842163,-0.014000183902680874,0.27328962087631226,0.5005461573600769,-0.029286658391356468,0.2822258472442627,0.5476852059364319,-0.02233726903796196,0.2892332077026367,0.554747462272644,-0.01137844193726778,0
0.30810368061065674,0.6661410927772522,-1.8144510249840096e-07,0.35822051763534546,0.6545780301094055,-0.032231759279966354,0.41197073459625244,0.6204331517219543,-0.048360470682382584,0.41960179805755615,0.563355565071106,-0.06226614862680435,0.382473349571228,0.5388898849487305,-0.07065602391958237,0.3884677588939667,0.4846746027469635,-0.006555919069796801,0.39184096455574036,0.47499626874923706,-0.03726624324917793,0.37603071331977844,0.5330280661582947,-0.05362149327993393,0.3675081133842468,0.558859646320343,-0.05898544192314148,0.3506476581096649,0.4690779149532318,-0.0014663557521998882,0.34470826387405396,0.47874677181243896,-0.029839903116226196,0.340533971786499,0.5477386116981506,-0.035066794604063034,0.34347614645957947,0.5640643835067749,-0.030305463820695877,0.31068289279937744,0.47067275643348694,-0.0031466518994420767,0.305267333984375,0.4885798990726471,-0.031764715909957886,0.30995556712150574,0.5488940477371216,-0.025706354528665543,0.31504568457603455,0.5648815631866455,-0.012859380804002285,0.2683466672897339,0.4816129207611084,-0.007999688386917114,0.2711124122142792,0.49842289090156555,-0.022478464990854263,0.28080007433891296,0.5423367023468018,-0.015912162140011787,0.2883557379245758,0.5541633367538452,-0.0048045814037323,0
0.30917584896087646,0.6669472455978394,-1.5754739024487208e-07,0.35728225111961365,0.6539435386657715,-0.0358300507068634,0.4112745225429535,0.6207284927368164,-0.0558939129114151,0.41859346628189087,0.5643348693847656,-0.07333069294691086,0.3832942247390747,0.5374909043312073,-0.08466785401105881,0.3980536162853241,0.48420625925064087,-0.011834332719445229,0.40839678049087524,0.47227323055267334,-0.04732735455036163,0.3911694884300232,0.5224329829216003,-0.06495845317840576,0.3786678910255432,0.5500674843788147,-0.07015623152256012,0.3574380874633789,0.4635269343852997,-0.006197105161845684,0.35590702295303345,0.47669845819473267,-0.03880545496940613,0.34755879640579224,0.5479174256324768,-0.04338770732283592,0.3488028645515442,0.5613028407096863,-0.03697388991713524,0.31585943698883057,0.4632001221179962,-0.008078176528215408,0.3132782578468323,0.4883429706096649,-0.03968437388539314,0.31483569741249084,0.5469406843185425,-0.03203568235039711,0.31882432103157043,0.5575695633888245,-0.01765596866607666,0.27215248346328735,0.474332720041275,-0.013553062453866005,0.27632659673690796,0.49591997265815735,-0.029275938868522644,0.28459811210632324,0.539057195186615,-0.0219379011541605,0.2915278673171997,0.5463718771934509,-0.010045478120446205,0
0.311309814453125,0.6682844758033752,-1.137082108471077e-07,0.36045607924461365,0.6540933847427368,-0.037912122905254364,0.41466593742370605,0.6181434392929077,-0.057513028383255005,0.41679346561431885,0.5568119883537292,-0.07405152916908264,0.3766482472419739,0.5330565571784973,-0.08462405204772949,0.3872203230857849,0.4867210388183594,-0.009963921271264553,0.3925587236881256,0.47427797317504883,-0.04307876527309418,0.37649381160736084,0.5297148823738098,-0.05980607867240906,0.3652322590351105,0.5569033026695251,-0.06456438452005386,0.34660249948501587,0.4718647301197052,-0.002768252743408084,0.34167593717575073,0.48167914152145386,-0.03237425163388252,0.3382239043712616,0.551850438117981,-0.03682245686650276,0.3414180874824524,0.5614646673202515,-0.030755087733268738,0.30630916357040405,0.47576066851615906,-0.0031483133789151907,0.3007323145866394,0.49161961674690247,-0.033286456018686295,0.3071615397930145,0.5497972369194031,-0.025979433208703995,0.3122665584087372,0.55967116355896,-0.011764111928641796,0.26316994428634644,0.4891759753227234,-0.0071039702743291855,0.2665421962738037,0.5015621781349182,-0.022246982902288437,0.27762293815612793,0.5434865355491638,-0.01412498950958252,0.2852398753166199,0.5518385171890259,-0.001495620934292674,0
0.31223297119140625,0.6707994937896729,-1.2638930968478235e-07,0.3603932559490204,0.655520498752594,-0.03498373180627823,0.41638845205307007,0.6174430847167969,-0.054195888340473175,0.41810813546180725,0.5572165250778198,-0.07101437449455261,0.37867283821105957,0.5326738953590393,-0.0820164680480957,0.3963206112384796,0.48908159136772156,-0.010108893737196922,0.40749892592430115,0.4680403470993042,-0.0429387092590332,0.3953993022441864,0.5108703374862671,-0.05789060890674591,0.38538265228271484,0.5354368090629578,-0.061447009444236755,0.3545646071434021,0.470245361328125,-0.004335980862379074,0.35441550612449646,0.47851476073265076,-0.033756934106349945,0.3495878577232361,0.5491066575050354,-0.035977475345134735,0.3520423471927643,0.5570626854896545,-0.028319314122200012,0.3133295476436615,0.47132158279418945,-0.005929446313530207,0.3115151524543762,0.49061423540115356,-0.03653569146990776,0.3152564764022827,0.5494205355644226,-0.02716406248509884,0.3198428452014923,0.5561433434486389,-0.011783492751419544,0.2692626416683197,0.48309123516082764,-0.010881799273192883,0.27532973885536194,0.4981819689273834,-0.026174964383244514,0.2849849760532379,0.5420060157775879,-0.016937896609306335,0.2913695275783539,0.5482537746429443,-0.003731959965080023,0
0.310144305229187,0.6681045293807983,-1.9206341050903575e-07,0.36036747694015503,0.6570207476615906,-0.03597720339894295,0.41892483830451965,0.6165521740913391,-0.05319976434111595,0.4168176054954529,0.5571246147155762,-0.0668310895562172,0.3699580132961273,0.5422664284706116,-0.07436741888523102,0.39624810218811035,0.4817203879356384,-0.013215565122663975,0.4047473967075348,0.4718916714191437,-0.04495001584291458,0.38815540075302124,0.529892086982727,-0.060875579714775085,0.37751203775405884,0.5511413812637329,-0.06672149151563644,0.35477161407470703,0.4619206488132477,-0.007424711715430021,0.35047146677970886,0.4825515151023865,-0.03707699850201607,0.34633952379226685,0.5516999363899231,-0.04230509325861931,0.3472457230091095,0.5584622621536255,-0.037910159677267075,0.31209796667099,0.46448466181755066,-0.008516114205121994,0.30682578682899475,0.4946994185447693,-0.03803690895438194,0.3124496638774872,0.5542705059051514,-0.031992338597774506,0.31658297777175903,0.5585386753082275,-0.019896291196346283,0.2682625651359558,0.4771159887313843,-0.013068052008748055,0.2718038260936737,0.5060403943061829,-0.02735002711415291,0.28167685866355896,0.5494440793991089,-0.020505700260400772,0.28777194023132324,0.5518231391906738,-0.009870804846286774,0
0.3096092939376831,0.662347674369812,-2.0594791294570314e-07,0.360797256231308,0.6574596762657166,-0.03331431746482849,0.4165903925895691,0.6264557838439941,-0.05222386494278908,0.4118449091911316,0.581483006477356,-0.06762860715389252,0.36921417713165283,0.566920816898346,-0.07749805599451065,0.398404598236084,0.4782877564430237,-0.021221313625574112,0.39808952808380127,0.4754966199398041,-0.05343081057071686,0.38362497091293335,0.5369771718978882,-0.0691663846373558,0.38141170144081116,0.5555625557899475,-0.07544535398483276,0.3567606210708618,0.4625895023345947,-0.018283329904079437,0.3539910912513733,0.4753747284412384,-0.04892459511756897,0.3472994267940521,0.5443822145462036,-0.052800990641117096,0.35027480125427246,0.5568934679031372,-0.04824390262365341,0.3138022720813751,0.46580371260643005,-0.021155240014195442,0.30997782945632935,0.4854607582092285,-0.05119890719652176,0.3117949962615967,0.5496005415916443,-0.042437173426151276,0.31755805015563965,0.5621004700660706,-0.02883627451956272,0.27137690782546997,0.4787595272064209,-0.027197515591979027,0.27148160338401794,0.4930877983570099,-0.04240460693836212,0.277542382478714,0.5383324027061462,-0.03331347182393074,0.28375065326690674,0.5474255681037903,-0.021253809332847595,0
